SampleID	Site	Keep	Original_Sample_Name	Owner	Sample_date_Month_Year	Description	Detailed_Description	Country_class	LandUse	Original_Region	Island	Region	SoilOrder	Soil_Subgroup	Lat	Long	Rainfall	Rainfall_unit	pH	pH_details	Resin_P	Resin_P_Units	Olsen_P	Olsen_P_Units	K	K_Units	Ca	Ca_Units	Mg	Mg_Units	Na	Na_Units	CEC	CEC_Units	Total_Base_Saturation	TBS_Units	Sulfate	Sulfate_Unit	Soil_water_content	Soil_water_content_Units	NO3_N	NO3_unit	NO4_N 	NO4_unit	Total_nitrogen 	Total_nitrogen_Unit	Total_carbon 	Total_carbon_unit	Olsen_P	Olsen_P_Unit	DEA 	DEA_Units	DR 	DR_Units	N2O 	N2O_Units	N2 	N2_Unit	N2O_slash_N2OplusN2	Soluble_C 	Soluble_C_Unit	MBC 	MBC_Unit	N2O_N20_N2_50	N2O_NO_N20_N2_50	Max_N2O_N2O_N2	Max_N2O_NO_N2O_N2	Max_N2O	Max_NO	16S_quantity	NozI 	NirS	NifH	NirK	NosZII	NozI_percent	NirS_percent	NirK_percent	NosZII_percent	NifH_percent	NehaCode	NirK_Phylotype_Number	NirS_Phylotype_Number	NirK_Plus_NirS	NosZ_Phylotype_Number	diversity_nirK_1	eveness_nirK_1	diversity_nirS_1	Evenness_nirS_1	diversity_nosZ_1	eveness_nosZ_1	rpoB_gene_copies 	rpoB_Gene_Copies_Unit	nirK_gene_copies 	nirK_Gene_Copies_Unit 	nirS_Gene_Copies 	nirS_Gene_Copies_Unit	nirS_Plus_K_gene_copies	nirS_Plus_K_gene_copies_Unit	Nosz_Gene_Copies 	Nosz_Gene_Copies_Unit	Anion_Storage_Capacity	Anion_Storage_Capacity_Unit	Extractable_Organic_Sulphur	Extractable_Organic_Sulphur_Unit	Anaerobically_Mineralisable_N	Anaerobically_Mineralisable_N_Unit	AMN_Over_TN	AMN_Over_TN_Unit	Total_Sulphur	Total_Sulphur_unit
AV1.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	40	mg/kg	11	mg/L	1.08	me/100g	9.7	me/100g	2.02	me/100g	0.09	me/100g	22	me/100g	57	%	6	mg/kg																																																																									
AV1.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	38	mg/kg	11	mg/L	0.73	me/100g	8.6	me/100g	1.78	me/100g	0.09	me/100g	19	me/100g	58	%	4	mg/kg																																																																									
AV10.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV10.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	40	mg/kg	11	mg/L	1.08	me/100g	9.7	me/100g	2.02	me/100g	0.09	me/100g	22	me/100g	57	%	6	mg/kg																																																																									
AV10.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	38	mg/kg	11	mg/L	0.73	me/100g	8.6	me/100g	1.78	me/100g	0.09	me/100g	19	me/100g	58	%	4	mg/kg																																																																									
AV11.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV11.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	38	mg/kg	11	mg/L	0.87	me/100g	9.7	me/100g	1.9	me/100g	0.1	me/100g	21	me/100g	60	%	10	mg/kg																																																																									
AV11.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	40	mg/kg	10	mg/L	0.85	me/100g	10.4	me/100g	2.02	me/100g	0.1	me/100g	22	me/100g	60	%	7	mg/kg																																																																									
AV12.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV12.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	48	mg/kg	15	mg/L	0.77	me/100g	11.5	me/100g	1.98	me/100g	0.1	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV2.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	47	mg/kg	13	mg/L	0.87	me/100g	11.6	me/100g	1.94	me/100g	0.09	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV2.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	48	mg/kg	15	mg/L	0.77	me/100g	11.5	me/100g	1.98	me/100g	0.1	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV3.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV3.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	38	mg/kg	11	mg/L	0.87	me/100g	9.7	me/100g	1.9	me/100g	0.1	me/100g	21	me/100g	60	%	10	mg/kg																																																																									
AV3.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	40	mg/kg	10	mg/L	0.85	me/100g	10.4	me/100g	2.02	me/100g	0.1	me/100g	22	me/100g	60	%	7	mg/kg																																																																									
AV4.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV4.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	47	mg/kg	13	mg/L	0.87	me/100g	11.6	me/100g	1.94	me/100g	0.09	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV4.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	48	mg/kg	15	mg/L	0.77	me/100g	11.5	me/100g	1.98	me/100g	0.1	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV5.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV5.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	38	mg/kg	11	mg/L	0.73	me/100g	8.6	me/100g	1.78	me/100g	0.09	me/100g	19	me/100g	58	%	4	mg/kg																																																																									
AV6.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV6.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	38	mg/kg	11	mg/L	0.87	me/100g	9.7	me/100g	1.9	me/100g	0.1	me/100g	21	me/100g	60	%	10	mg/kg																																																																									
AV6.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	40	mg/kg	10	mg/L	0.85	me/100g	10.4	me/100g	2.02	me/100g	0.1	me/100g	22	me/100g	60	%	7	mg/kg																																																																									
AV7.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV7.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	38	mg/kg	11	mg/L	0.87	me/100g	9.7	me/100g	1.9	me/100g	0.1	me/100g	21	me/100g	60	%	10	mg/kg																																																																									
AV7.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	40	mg/kg	10	mg/L	0.85	me/100g	10.4	me/100g	2.02	me/100g	0.1	me/100g	22	me/100g	60	%	7	mg/kg																																																																									
AV8.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV8.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	47	mg/kg	13	mg/L	0.87	me/100g	11.6	me/100g	1.94	me/100g	0.09	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV8.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		6	in water	48	mg/kg	15	mg/L	0.77	me/100g	11.5	me/100g	1.98	me/100g	0.1	me/100g	22	me/100g	65	%	10	mg/kg																																																																									
AV9.A	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.9	in water	47	mg/kg	36	mg/L	1.24	me/100g	10.8	me/100g	2.16	me/100g	0.09	me/100g	27	me/100g	63	%	25	mg/kg																																																																									
AV9.B	AV	Yes	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	40	mg/kg	11	mg/L	1.08	me/100g	9.7	me/100g	2.02	me/100g	0.09	me/100g	22	me/100g	57	%	6	mg/kg																																																																									
AV9.C	AV	No	Annavale	Rachel	Nov-14			High Country	High Country	North Canterbury	South Island	Canterbury	Pallic	Typic Immature Pallic	-43.33	171.862222	2.7139726		5.8	in water	38	mg/kg	11	mg/L	0.73	me/100g	8.6	me/100g	1.78	me/100g	0.09	me/100g	19	me/100g	58	%	4	mg/kg																																																																									
Back1.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back1.B	Back	Yes	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.6	in water	67	mg/kg	20	mg/L	0.21	me/100g	14.5	me/100g	1.27	me/100g	0.29	me/100g	21	me/100g	79	%	12	mg/kg																																																																									
Back1.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.5	in water	69	mg/kg	22	mg/L	0.21	me/100g	14.4	me/100g	1.35	me/100g	0.31	me/100g	20	me/100g	81	%	6	mg/kg																																																																									
Back10.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back10.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.5	in water	69	mg/kg	22	mg/L	0.21	me/100g	14.4	me/100g	1.35	me/100g	0.31	me/100g	20	me/100g	81	%	6	mg/kg																																																																									
Back11.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back11.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	67	mg/kg	21	mg/L	0.23	me/100g	14.1	me/100g	1.26	me/100g	0.25	me/100g	20	me/100g	79	%	11	mg/kg																																																																									
Back12.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	97	mg/kg	28	mg/L	0.2	me/100g	13.3	me/100g	1.13	me/100g	0.2	me/100g	19	me/100g	79	%	17	mg/kg																																																																									
Back2.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back2.B	Back	Yes	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	90	mg/kg	29	mg/L	0.19	me/100g	13.4	me/100g	1.25	me/100g	0.24	me/100g	19	me/100g	78	%	34	mg/kg																																																																									
Back2.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	97	mg/kg	28	mg/L	0.2	me/100g	13.3	me/100g	1.13	me/100g	0.2	me/100g	19	me/100g	79	%	17	mg/kg																																																																									
Back3.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back3.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	67	mg/kg	21	mg/L	0.23	me/100g	14.1	me/100g	1.26	me/100g	0.25	me/100g	20	me/100g	79	%	11	mg/kg																																																																									
Back4.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back4.B	Back	Yes	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	90	mg/kg	29	mg/L	0.19	me/100g	13.4	me/100g	1.25	me/100g	0.24	me/100g	19	me/100g	78	%	34	mg/kg																																																																									
Back4.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	97	mg/kg	28	mg/L	0.2	me/100g	13.3	me/100g	1.13	me/100g	0.2	me/100g	19	me/100g	79	%	17	mg/kg																																																																									
Back5.B	Back	Yes	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.6	in water	67	mg/kg	20	mg/L	0.21	me/100g	14.5	me/100g	1.27	me/100g	0.29	me/100g	21	me/100g	79	%	12	mg/kg																																																																									
Back5.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.5	in water	69	mg/kg	22	mg/L	0.21	me/100g	14.4	me/100g	1.35	me/100g	0.31	me/100g	20	me/100g	81	%	6	mg/kg																																																																									
Back6.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back6.B	Back	Yes	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.5	in water	62	mg/kg	16	mg/L	0.22	me/100g	13.6	me/100g	1.22	me/100g	0.21	me/100g	19	me/100g	80	%	15	mg/kg																																																																									
Back6.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	67	mg/kg	21	mg/L	0.23	me/100g	14.1	me/100g	1.26	me/100g	0.25	me/100g	20	me/100g	79	%	11	mg/kg																																																																									
Back7.A	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.3	in water	59	mg/kg	19	mg/L	0.26	me/100g	14.6	me/100g	1.29	me/100g	0.28	me/100g	20	me/100g	82	%	12	mg/kg																																																																									
Back7.B	Back	Yes	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.5	in water	62	mg/kg	16	mg/L	0.22	me/100g	13.6	me/100g	1.22	me/100g	0.21	me/100g	19	me/100g	80	%	15	mg/kg																																																																									
Back7.C	Back	No	Backline	Rachel	Nov-14			Low Country	Dairy	South Canterbury	South Island	Canterbury	Pallic	Fragic Perch-GleyPallic	-44.541389	170.977222	1.82520548		6.4	in water	67	mg/kg	21	mg/L	0.23	me/100g	14.1	me/100g	1.26	me/100g	0.25	me/100g	20	me/100g	79	%	11	mg/kg																																																																									
